영업소코드,영업소명,고속도로운영기관구분코드,TCS노선번호,TCS본부코드,TCS지사코드,영업형태구분코드,영업방식구분코드,전화번호,가동영업소여부,입구차로수,출구차로수,가변차로수,민자마지막IC여부,가상영업소여부
246,가락,00,104,906,710300,0,2,051-793-2880,Y,6,10,0,N,N
444,서부산(특),00,104,906,710300,0,0,,N,0,0,0,N,Y
445,장유(특),00,104,906,710300,0,0,,N,0,0,0,N,Y
446,가락(특),00,104,906,710300,0,0,,N,0,0,0,N,Y
596,가락2,00,104,906,710300,0,2,055-711-2807,Y,6,10,0,N,N
975,서부산(경),00,104,906,710300,0,2,055-329-3621,Y,7,20,0,N,Y
976,장유(경),00,104,906,710300,0,2,055-314-4660,Y,9,16,0,N,Y
977,가락(경),00,104,906,710300,0,2,051- 972-7246,Y,6,10,0,N,Y
696,남진례,37,105,947,903700,0,2,070-5143-6377,Y,0,0,0,Y,N
697,대청,37,105,947,903700,0,2,070-5143-6375,Y,0,0,0,Y,N
698,진해,37,105,947,903700,0,2,070-5143-6371,Y,0,0,0,Y,N
699,진해본선,37,105,947,903700,0,2,070-5143-6371,Y,0,0,0,Y,N
896,남진례(특),37,105,947,903700,0,0,,N,0,0,0,Y,Y
897,대청(특),37,105,947,903700,0,0,,N,0,0,0,Y,Y
898,진해(특),37,105,947,903700,0,0,,N,0,0,0,Y,Y
899,진해본선(특),37,105,947,903700,0,0,,N,0,0,0,Y,Y
040,안양과천,43,110,953,904300,1,2,031-756-6981,Y,0,4,0,N,N
041,북판교,43,110,953,904300,1,2,031-756-6984,Y,0,0,0,N,N
042,북청계,43,110,953,904300,1,2,031-756-6983,Y,0,0,0,N,N
043,북의왕,43,110,953,904300,1,2,031-756-6982,Y,0,0,0,N,N
053,남인천,00,110,901,210800,1,2,032-718-2191,Y,10,9,0,N,N
083,인천대교,12,111,920,901200,1,2,032-745-8200,Y,8,8,0,N,N
071,이패,17,112,925,901700,1,2,031)511-7676,Y,7,7,0,N,N
011,인천,00,120,901,210100,1,2,032-718-2190,Y,14,14,0,N,N
097,인천공항,05,130,916,900500,1,2,032-560-6200,Y,0,0,0,N,N
098,북인천,05,130,916,900500,1,2,032-560-6300,Y,0,0,0,N,N
099,청라,05,130,916,900500,1,2,032-560-6333,Y,0,0,0,N,N
591,동서천,00,151,903,810600,0,2,041-411-2422,Y,3,5,0,N,N
592,서부여,00,151,903,810600,0,2,041-411-2416,Y,3,5,0,N,N
593,부여,00,151,903,810600,0,2,041-411-2414,Y,3,5,0,N,N
594,청양,00,151,903,810600,0,2,041-411-2429,Y,2,3,0,N,N
595,서공주,00,151,903,810600,0,2,041-411-2403,Y,3,5,0,N,N
791,동서천(특),00,151,903,810600,0,0,,N,0,0,0,N,Y
792,서부여(특),00,151,903,810600,0,0,,N,0,0,0,N,Y
793,부여(특),00,151,903,810600,0,0,,N,0,0,0,N,Y
794,청양(특),00,151,903,810600,0,0,,N,0,0,0,N,Y
795,서공주(특),00,151,903,810600,0,0,,N,0,0,0,N,Y
681,장안본선,18,153,928,901800,0,3,031-494-0379,Y,8,8,0,N,N
682,조암,18,153,928,901800,0,2,031-494-0393,Y,3,3,0,N,N
683,송산마도,18,153,928,901800,0,2,031-494-0427,Y,3,3,0,N,N
684,남안산,18,153,928,901800,0,2,031-494-0436,Y,4,6,0,N,N
685,서시흥,18,153,928,901800,0,2,031-494-0430,Y,6,10,0,N,N
881,장안본선입구(가),00,153,901,210700,0,2,,Y,0,0,0,N,Y
882,조암(특),18,153,928,901800,0,2,,N,0,0,0,N,Y
883,송산마도(특),18,153,928,901800,0,2,,N,0,0,0,N,Y
884,남안산(특),18,153,928,901800,0,2,,N,0,0,0,N,Y
885,서시흥(특),18,153,928,901800,0,2,,N,0,0,0,N,Y
621,동대구,02,160,908,900200,0,2,053-961-0302,Y,3,8,3,Y,N
622,대구,02,160,908,900200,0,2,053-791-5388,Y,1,4,1,Y,N
623,수성,02,160,908,900200,0,2,053-791-7330,Y,1,3,1,N,N
624,청도,02,160,908,900200,0,2,054-373-5680,Y,3,6,0,N,N
625,밀양,02,160,908,900200,0,2,055-355-0924,Y,3,13,2,N,N
626,남밀양,02,160,908,900200,0,2,055-355-5451,Y,1,2,0,N,N
627,삼랑진,02,160,908,900200,0,2,055-351-0502,Y,3,4,0,N,N
628,상동,02,160,908,900200,0,2,055-323-1690,Y,3,6,1,N,N
629,김해부산,02,160,908,900200,0,2,055-323-3805,Y,4,9,0,Y,N
630,대구2,02,160,908,900200,0,0,,Y,0,0,0,Y,Y
631,김해부산2,02,160,908,900200,0,0,,Y,0,0,0,Y,Y
632,대구3,02,160,908,900200,0,0,,Y,0,0,0,Y,Y
082,금토분기점,62,171,972,906200,1,0,1599-2505,Y,20,20,0,N,N
084,서수지,09,171,917,900900,1,0,0000000001599 - 2505,Y,20,20,0,N,N
085,금토,09,171,917,900900,1,0,0000000001599 - 2505,Y,20,20,0,N,N
675,서오산,11,171,919,901100,0,2,070-8031-4226,Y,0,0,0,N,N
875,서오산(특),11,171,919,901100,0,2,,N,0,0,0,N,Y
544,완주,00,204,927,810400,0,2,063-712-2521,Y,4,6,0,N,N
545,소양,00,204,927,810700,0,2,063-712-2520,Y,3,3,0,N,N
109,계룡,00,251,927,810400,0,2,041-411-2400,Y,1,2,2,N,N
151,북대전,00,251,903,410200,0,2,042-714-2497,Y,3,6,0,N,N
152,유성,00,251,903,410200,0,2,042-714-2496,Y,4,9,0,N,N
309,계룡(특),00,251,927,810400,0,0,,N,0,0,0,N,Y
351,북대전(특),00,251,903,410200,0,0,042-862-3477,N,1,1,0,N,Y
352,유성(특),00,251,903,410200,0,0,042-822-0058,N,2,3,0,N,Y
599,양촌,00,251,927,810400,0,1,041-411-2400,Y,3,3,0,N,N
799,양촌(특),00,251,927,810400,0,1,055-761-7652,N,3,3,0,N,Y
710,밀양출구JC,00,253,906,710900,0,3,055-711-2849,Y,2,2,0,N,N
720,밀양입구JC,00,253,906,710900,0,3,055-711-2849,Y,2,2,0,N,N
770,울주동JC,00,253,906,710900,0,3,055-711-2849,Y,2,2,0,N,N
771,배내골,00,253,906,710900,0,2,055-711-2849,Y,2,3,0,N,N
780,울주서JC,00,253,906,710900,0,3,055-711-2849,Y,2,2,0,N,N
153,서대전,00,300,903,410500,0,2,042-714-2495,Y,3,5,0,N,N
154,안영,00,300,903,410500,0,2,042-714-2494,Y,2,4,0,N,N
353,서대전(특),00,300,903,410500,0,0,042-822-9975,N,2,2,0,N,Y
354,안영(특),00,300,903,410500,0,0,,N,0,0,0,N,Y
600,낙동JC,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,N
610,낙동JC2,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,Y
611,도개,45,301,955,904500,0,2,054-536-9156,Y,0,0,0,N,N
614,서군위,45,301,955,904500,0,2,,Y,0,0,0,N,N
615,동군위,45,301,955,904500,0,2,054-536-9157,Y,0,0,0,N,N
616,신녕,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,N
617,북안,45,301,955,904500,0,2,,Y,0,0,0,N,N
620,영천JC,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,N
633,화산출구JC2,45,301,955,904500,0,2,,Y,0,0,0,N,Y
640,영천JC2,45,301,955,904500,0,2,,Y,0,0,0,N,Y
649,군위출구JC2,45,301,955,904500,0,2,,Y,0,0,0,N,Y
650,군위출구JC,45,301,955,904500,0,2,,Y,0,0,0,N,N
670,군위입구JC,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,N
680,화산출구JC,45,301,955,904500,0,2,,Y,0,0,0,N,N
686,동영천,45,301,955,904500,0,2,054-536-9159,Y,0,0,0,N,N
690,화산입구JC,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,N
800,낙동JC(특),45,301,955,904500,0,2,054-536-9158,N,0,0,0,N,Y
810,낙동JC2(특),45,301,955,904500,0,2,054-536-9158,N,0,0,0,N,Y
849,군위출구J2(특),45,301,955,904500,0,2,,N,0,0,0,N,Y
880,화산출구JC(특),45,301,955,904500,0,2,,N,0,0,0,N,Y
671,봉담,11,400,919,901100,0,2,070-8031-4294,Y,0,0,0,N,N
672,정남,11,400,919,901100,0,2,070-8031-4600,Y,0,0,0,N,N
673,북오산,11,400,919,901100,0,2,070-8031-4227,Y,0,0,0,N,N
674,동탄(가),11,400,919,901100,0,2,031-377-0460,Y,0,0,0,N,Y
678,동탄2,11,400,919,901100,0,2,,Y,0,0,0,N,Y
679,봉담(가),11,400,919,901100,0,2,,Y,0,0,0,N,Y
691,금곡,28,400,938,902800,0,2,070-8031-5010,Y,0,0,0,N,N
692,동안산당수,28,400,938,902800,0,2,070-8031-5025,Y,0,0,0,N,N
693,남군포,28,400,938,902800,0,2,070-8031-5060,Y,0,0,0,N,N
694,동시흥,28,400,938,902800,0,2,070-8031-5078,Y,0,0,0,N,N
695,남광명,28,400,938,902800,0,2,070-8031-5100,Y,0,0,0,N,N
801,남봉담,48,400,912,904800,0,2,070-8031-3784,Y,0,0,0,N,N
802,청요동,48,400,912,904800,0,3,,Y,0,0,0,N,N
803,남비봉팔탄,48,400,912,904800,0,2,070-8031-3776,Y,0,0,0,N,N
804,화성,48,400,912,904800,0,2,070-8031-1092,Y,0,0,0,N,N
805,마도,48,400,912,904800,0,2,070-8031-1087,Y,0,0,0,N,N
806,마도서,48,400,912,904800,0,3,,Y,0,0,0,N,N
807,청요동2,48,400,912,904800,0,3,,Y,0,0,0,N,Y
808,마도서2,48,400,912,904800,0,3,,Y,0,0,0,N,Y
812,청요서,48,400,912,904800,0,3,,Y,0,0,0,N,N
816,마도동,48,400,912,904800,0,3,,Y,0,0,0,N,N
817,청요서2,48,400,912,904800,0,3,,Y,0,0,0,N,Y
818,마도동2,48,400,912,904800,0,3,,Y,0,0,0,N,Y
819,청요서3,48,400,912,904800,0,3,,Y,0,0,0,N,Y
830,노곡,49,400,959,904900,0,3,,Y,0,0,0,N,N
831,도척,49,400,959,904900,0,2,070-8031-5272,Y,0,0,0,N,N
832,포곡,49,400,959,904900,0,2,070-8031-5264,Y,0,0,0,N,N
833,서용인서,49,400,959,904900,0,3,,Y,0,0,0,N,N
834,서용인동,49,400,959,904900,0,3,,Y,0,0,0,N,N
835,서용인,49,400,959,904900,0,2,070-8031-5260,Y,0,0,0,N,N
836,동탄,49,400,959,904900,0,2,070-8031-5254,Y,0,0,0,N,N
837,중리,49,400,959,904900,0,3,,Y,0,0,0,N,N
838,노곡2,49,400,959,904900,0,0,,Y,0,0,0,N,Y
841,서용인서2,49,400,959,904900,0,0,,Y,0,0,0,N,Y
842,서용인서3,49,400,959,904900,0,0,,Y,0,0,0,N,Y
843,서용인동2,49,400,959,904900,0,0,,Y,0,0,0,N,Y
844,서용인동3,49,400,959,904900,0,0,,Y,0,0,0,N,Y
845,중리2,49,400,959,904900,0,0,,Y,0,0,0,N,Y
846,서용인동4,49,400,959,904900,0,0,,Y,0,0,0,N,Y
847,서용인서4,49,400,959,904900,0,0,,Y,0,0,0,N,Y
871,봉담(특),11,400,919,901100,0,2,,N,0,0,0,N,Y
872,정남(특),11,400,919,901100,0,2,,N,0,0,0,N,Y
873,북오산(특),11,400,919,901100,0,2,,N,0,0,0,N,Y
874,동탄(특),11,400,919,901100,0,2,,N,0,0,0,N,Y
878,동탄2(특),11,400,919,901100,0,2,,N,0,0,0,N,Y
893,남군포(특),28,400,938,902800,0,2,,N,0,0,0,N,Y
894,동시흥(특),28,400,938,902800,0,2,,N,0,0,0,N,Y
895,남광명(특),28,400,938,902800,0,2,,N,0,0,0,N,Y
231,화원옥포,00,451,905,610400,0,2,053-717-2793,Y,6,10,0,N,N
232,달성,00,451,906,710200,0,2,053-717-2791,Y,2,4,0,N,N
431,화원(특),00,451,905,610400,0,0,053-251-6114,N,4,9,0,N,Y
432,달성(특),00,451,906,710200,0,0,053-251-6114,N,1,2,0,N,Y
519,남대구,00,451,905,610400,0,2,053-717-2790,Y,2,3,0,N,N
719,남대구(특),00,451,905,610400,0,0,053-552-7924,N,3,6,0,N,Y
730,유천,00,451,905,610400,0,1,053-717-2790,Y,1,1,0,N,N
731,북현풍,00,451,906,710200,0,1,053-717-2792,Y,1,1,0,N,N
031,의왕,03,500,909,900300,1,2,031) 458-3091,Y,18,18,0,N,N
250,남양산,00,551,906,710500,0,2,055-711-2820,Y,3,5,0,N,N
251,물금,00,551,906,710500,0,2,055-711-2821,Y,2,3,0,N,N
450,남양산(특),00,551,906,710500,0,0,051-809-5301,N,3,5,0,N,Y
451,물금(특),00,551,906,710500,0,0,02-237-0962/3,N,2,3,0,N,Y
635,물금(경),00,551,906,710500,0,0,02-237-0962/3,Y,2,3,0,N,Y
636,남양산(경),00,551,906,710500,0,0,051-809-5301,Y,3,5,0,N,Y
026,호원,04,600,910,900400,1,2,031-894-7960,Y,0,0,0,N,N
032,일산,04,600,910,900400,1, ,,N,0,0,0,N,N
033,고양,04,600,910,900400,1,2,031-994-6300,Y,0,10,4,N,N
034,통일로,04,600,910,900400,1,2,031-994-6400,Y,0,10,4,N,N
035,양주(개),04,600,910,900400,1,2,031-894-6300,Y,0,15,12,N,N
036,송추,04,600,910,900400,1,2,031-894-6200,Y,0,10,3,N,N
037,별내,04,600,910,900400,1,2,031-522-6400,Y,0,15,3,N,N
038,불암산,04,600,910,900400,1,2,031-522-6300,Y,0,15,11,N,N
039,불암산2,04,600,910,900400,1,0,031-522-6300,Y,0,10,3,N,Y
547,무안공항,00,600,904,510500,0,2,061-882-2619,Y,3,4,0,N,N
548,북무안,00,600,904,510500,0,2,061-882-2619,Y,3,3,0,N,N
549,동함평,00,600,904,510500,0,2,061-882-2636,Y,3,3,0,N,N
550,문평,00,600,904,510500,0,2,061-882-2612,Y,3,3,0,N,N
551,나주,00,600,904,510500,0,2,061-882-2611,Y,0,0,0,N,N
552,서광산,00,600,904,510500,0,2,062-719-2691,Y,3,3,0,N,N
553,동광산,00,600,904,510500,0,2,062-719-2690,Y,3,5,0,N,N
447,남원(특),00,627,904,510400,0,0,0671-33-2011,N,1,2,0,N,Y
556,동순천,00,627,904,510900,0,2,061-882-2605,Y,2,3,0,N,N
557,황전,00,627,904,510900,0,2,061-882-2628,Y,1,2,0,N,N
558,구례화엄사,00,627,904,510900,0,2,061-882-2610,Y,4,14,0,N,N
559,서남원,00,627,904,510900,0,2,063-712-2510,Y,4,14,0,N,N
586,북남원,00,627,904,510900,0,2,063-712-2508,Y,1,2,0,N,N
587,오수,00,627,904,510900,0,2,063-712-2525,Y,4,14,0,N,N
588,임실,00,627,904,510900,0,2,063-712-2524,Y,4,14,0,N,N
589,상관,00,627,927,810700,0,2,063-712-2519,Y,4,14,0,N,N
590,동전주,00,627,927,810700,0,2,063-712-2528,Y,4,14,0,N,N
759,서남원(특),00,627,904,510900,0,0,0671-33-2011,N,1,2,0,N,Y
786,북남원(특),00,627,904,510900,0,2,063-636-0383,N,1,2,0,N,Y
787,오수(특),00,627,904,510900,0,0,0671-33-2011,N,1,2,0,N,Y
788,임실(특),00,627,904,510900,0,0,0671-33-2011,N,1,2,0,N,Y
789,상관(특),00,627,927,810700,0,0,0671-33-2011,N,1,2,0,N,Y
790,동전주(특),00,627,927,810700,0,0,0671-33-2011,N,1,2,0,N,Y
746,기장일광입구,00,688,906,710100,0,2,051-721-2554,Y,3,3,0,N,N
750,기장동JC,00,688,906,710100,0,3,,Y,2,5,0,N,N
751,기장일광(KEC),00,688,906,710100,0,2,051-721-2554,Y,3,3,0,N,N
752,기장철마,00,688,906,710100,0,2,051-793-2885,Y,3,3,0,N,N
753,금정,00,688,906,710100,0,2,051-793-2884,Y,3,3,0,N,N
754,김해가야휴게소,00,688,906,710100,0,1,051-793-2884,Y,2,2,0,N,N
755,광재,00,688,906,710500,0,2,055-711-2810,Y,2,2,0,N,N
756,한림,00,688,906,710500,0,2,055-711-2800,Y,2,2,0,N,N
757,진영,00,688,906,710500,0,2,055-711-2813,Y,2,2,0,N,N
758,진영휴게소,00,688,906,710500,0,3,,Y,2,5,0,N,N
760,기장서JC,00,688,906,710100,0,3,,Y,2,5,0,N,N
761,기장서JC2,00,688,906,710100,0,2,,Y,0,0,0,N,Y
057,다사,00,700,905,610200,1,2,053-717-2784,Y,2,2,0,N,N
058,지천,00,700,905,610200,1,2,054-706-2747,Y,2,2,0,N,N
769,율암동대구,00,700,905,610200,0,2,053-717-2783,N,5,15,1,N,N
772,북달성,00,700,905,610200,0,2,053-717-2785,Y,5,15,1,N,N
773,북다사,00,700,905,610200,0,2,053-717-2786,Y,5,15,1,N,N
774,남칠곡,00,700,905,610200,0,2,054-706-2746,Y,5,15,1,N,N
775,동명동호,00,700,905,610200,0,2,054-706-2748,Y,5,15,1,N,N
776,연경,00,700,905,610200,0,2,053-717-2787,Y,5,15,1,N,N
777,파군재,00,700,905,610200,0,2,053-717-2788,Y,5,15,1,N,N
778,둔산,00,700,905,610200,0,2,053-717-2789,Y,5,15,1,N,N
779,율암,00,700,905,610200,0,2,053-717-2783,Y,5,15,1,N,N
998,최장,00,999,   ,      ,0,0,,Y,0,0,0,N,Y
